STUFFID,bibtex,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_name,nonling,language,notes_lang,language_glotto,notes_glotto,population,notes_var,accuracy,ambiguity,aoa,arousal,assoc,category,cloze,complex,concrete,confusion,context,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imageagree,imagevar,imagine,intense,letters,meaning,modality,morph,nameagree,orthon,phonemes,phonon,pos,prime,pronounce,recall,recognition,rime,rt,semantic,sensory,sentcomp,similar,syllables,syntax,typical,valence,visualcomp,wordcomp
733,Moussally2017a,"Moussally, Rochat, Posada, & Van der Linden",2017,A database of body-only computer-generated pictures of women for body-image studies: Development and preliminary validation,Behavior Research Methods,49,172--183,10.3758/s13428_†_016_†_0703-7,61,,Pictures,,,,Body shape pictures,,1,English,,stan1293,,,"Attractiveness, beauty, body shape",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
734,Mukherjee2017,Mukherjee & Heise,2016,"Affective meanings of 1,469 Bengali concepts",Behavior Research Methods,49,184--197,10.3758/s13428-016-0704-6,1469,,Words,Francis & Herse (2006),,,Concepts,,0,Bengali,,beng1280,,,"Affective, evaluation, potency, activity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,Nordmann2017,Nordmann & Jambazova,2016,Normative data for idiomatic expressions,Behavior Research Methods,49,198--215,10.3758/s13428-016-0705-5,90,,Cloze/Sentences,,,,Idioms,,0,Multiple,"Bulgarian, English",,"bulg1262, stan1293",,"Literality, decomposability, length",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,OReilly2016,"O'Reilly, Pigat, Fridenson, Berggren, Tal, Golan, Baron-Cohen, & Lundqvist",2016,The EU-Emotion Stimulus Set: A validation study,Behavior Research Methods,48,567--576,10.3758/s13428-015-0601-4,418,20,Other,,Other,,Videos of emotion categories,EU-Emotion Stimulus Set,0,English,,stan1293,,,Emotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,Ohlschlager2017,Ohlschlager & Vo,2017,"SCEGRAM: An image database for semantic and syntacticinconsistencies in scenes",Behavior Research Methods,49,1780--1791,10.3758/s13428-016-0820-3,744,,Color drawings,,,,62 images in 6 conditions,SCEGRAM,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
738,Pexman2017,"Pexman, Heard, Lloyd, & Yap",2016,"The Calgary semantic decision project: concrete/abstract decision data for 10,000 English words",Behavior Research Methods,49,407--417,10.3758/s13428-016-0720-6,10000,,Words,"Brysbaert, New, & Keuleers (2012)",,,,Calgary Semantic Decision Project,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
739,Prada2016,"Prada, Rodriques, Silva, & Garrido",2015,Lisbon Symbol Database (LSD): Subjective norms for 600 symbols,Behavior Research Methods,48,1370--1382,10.3758/s13428-015-0643-7,600,,Symbols/Icons,,,,,Lisbon Symbol Database,1,Portuguese,,port1283,,,Appeal,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
740,Preti2016,"Preti, Suttora, & Richetin",2015,"Can you hear what I feel? Avalidated prosodic set of angry, happy, and neutral Italian pseudowords",Behavior Research Methods,48,259--271,10.3758/s13428-015-0570-7,30,270,Pseudowords,,Other,,,,0,Italian,,ital1282,,,"Angry, happy, sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,Quadflieg2014,"Quadflieg, Michel, Bukowski, & Samson",2014,A database of Psycholinguistic and lexical properties for French adjectives referring to human and/or nonhuman attributes,Canadian Journal of Experimental Psychology,68,67--76,10.1037/cep0000001,875,,Words,,,,,,0,French,,stan1290,,,"Temporal stability, visibility, intensity, length",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
742,Riegel2015,"Riegel, Wierzba, Wypych, Zurawski, Jednorog, Grabowska, & Marchewka",2015,Nencki Affective Word List (NAWL): the cultural adaptation of the Berlin Affective Word List-Reloaded (BAWL-R) for Polish,Behavior Research Methods,47,1222--1236,10.3758/s13428-014-0552-1 ,2902,,Words,"Vo, Conrad, Kuchinke, Urton, Hofmann, & Jacobs (2009)",,,,NAWL,0,Polish,,poli1260,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
743,Riegel2016,"Riegel, Zurawski, Wierzba, Moslehi, Klocek, Horvat, Grabowska, Michalowski, Jednorog, & Marshewka",2015,Characterization of the Nencki Affective Picture System by discrete emotional categores (NAPS BE),Behavior Research Methods,48,600--612,10.3758/s13428-015-0620-1,510,,Pictures,"Marchewka, Zurawski, Jednorog, & Grabowska (2014)",,,,NAPS-BE,1,Polish,,poli1260,,,"Happy, sad, afraid, surprise, angry, disgusted",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,Samvelian2013,Samvelian & Faghiri,2013,"Introducing PersPred, a syntactic and semantic database for Persian complex predicates",The 9th Workshop on Multiword Expressions, ,10--20,,700,,Cloze/Sentences,,,,,,0,Persian,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
745,Schauenburg2015,"Schauenburg, Ambrasat, Schroder, von Scheve, & Conrad",2014,Emotional connotations of words related to authority and community,Behavior Research Methods,47,720--735,10.3758/s13428-014-0494-7,858,,Words,,,,,,0,German,,stan1295,,,"Potency, authority, community",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
746,Scheible,"Scheible, im Walde, Weller,_& Kisselew",2013,"A compact but linguistically detailed database for German verb subcategorisatin relying on dependency parses from web corpora: Tool, guidelines, and resource",In proceedings of the 8th Web as Corpus Workshop,,,,,,Words,,,,Verbs,SubCat-Extractor,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,Schmidt2014,Schmidt,2014,The Database for Spoken German - DGD2,Proceedings of the ninth conference on international language resources and evaluation (LREC14),,,,8000000,,Corpus,,,,Spoken corpus,DGD2,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,Schroeder2015,"Schroeder, Wurzner, Heister, Geyken, & Kliegl",2014,childLex: a lexical database of German read by children,Behavior Research Methods,47,1085--1094,10.3758/s13428-014-0528-1,10000000,,Corpus,,,,Corpus,childLex,0,German,,stan1295,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,Schroter2017,Schroter & Schroeder,2017,"The Developmental Lexicon Project: A behavioral databaseto investigate visual word recognition across the lifespan",Behavior Research Methods,49,2183--2203,10.3758/s13428-016-0851-9,1152,,Words,"Bohn, Fitz, & Weber (2009)",Pseudowords,,,Developmental Lexicon Project,0,German,,stan1295,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
750,Shao2016,Shao & Stiegert,2015,Predictors of photo naming: Dutch norms for 327 photos,Behavior Research Methods,48,577--584,10.3758/s13428-015-0613-0,327,,Pictures,,,,,,1,Dutch,,dutc1256,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
751,Shi,"Shi, Hamdulla, Tang, Wang, & Zheng",2017,A Free Kazakh Speech Database and a Speech Recognition Baseline,Proceedings of APSIPA Annual Summit and Conference 2017,,,,,,Corpus,,,,Speech corpus,Kazakh Speech Database,0,Chinese,Kazakh,mand1415,kaza1248,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,Simon,Simon & Mus,2017,Languages under the influence: Building a database of Uralic languages,3rd International Workshop for Computational Linguistics of Uralic Languages,,10--24,,,,Corpus,,,,Written and spoken corpus,,0,Uralic,,ural1272,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,Soares2017,"Soares, Costa, Machado, Comesana, & Oliveira",2017,"The Mino Word Pool: Norms for Imageability, Contreteness, and Subjective Frequency for 3,800 Portugese Words.",Behavior Research Methods,49,1065--1081,10.3758/s13428-016-0767-4,3800,,Words,"Soares, Pinheiro, Costa, Frade, Comesana, & Pureza (2014)",,,,Minho Word Pool,0,Portuguese,,port1283,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,Soares2014,"Soares, Pinheiro, Costa, Frade, Comesana, & Pureza",2014,Adaptation of the International Affective Picture System (IAPS) for European Portuguese,Behavior Research Methods,47,1159--1177,10.3758/s13428-014-0535-2,1182,,Pictures,Lang (2008),,,,IAPS,1,Portuguese,,port1283,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
755,Soler2017,"Soler, Dasi, Ruiz, & Cervera",2017,Spanish norms for completion of restricted length word stems,Behavior Research Methods,49,1920--1929,10.3758/s13428-016-0834-x,269,,Words,,,,,,0,Spanish,,stan1288,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
756,Speed2017,Speed & Majid,2017,Dutch modality exclusivity norms: Simulating perceptual modality in space,Behavior Research Methods,49,2204--2218,10.3758/s13428-017-0852-3,485,,Words,,,,Nouns,,0,Dutch,,dutc1256,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
757,Spinelli2017,"Spinelli, Sulpizio, & Burani",2017,"Q2Stress: A database for multiple cues to stress assignmentin Italian",Behavior Research Methods,49,2113--2126,10.3758/s13428-016-0845-7,,,Letters,,,,CVC,Q2Stress,0,Italian,,ital1282,,Adults and kids,Stress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
758,Stadthagen-Gonzalez2017,"Stadthagen-Gonzalez, Imbault, Sanchez, & Brysbaert",2016,"Norms of valence and arousal for 14,031 Spanish Words",Behavior Research Methods,49,111--123,10.3758/s13428-015-0700-2,14031,,Words,,,,,,0,Spanish,,stan1288,,,Prevalance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
759,Stottinger2016,"Stottinger, Sepahvand, Danckert, & Anderson",2015,Assessing perceptual change with an ambiguous_figures task: Normative data for 40 standard picture sets ,Behavior Research Methods,48,201--222,10.3758/s13428-015-0564-5,40,,Pictures,,,,,,1,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,Strohminger2016,"Strohminger, Gray, Chituc, Heffner, Schein, & Heagins",2015,"The MR2: A multi-racial, mega-resolution database of facial stimuli",Behavior Research Methods,48,1197--1204,10.3758/s13428-015-0641-9,74,,Pictures,,,,Color pictures of faces,MR2,1,English,,stan1293,,,"Age, attractive, mood, trustworthy, masculinity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,Sung2016,"Sung, Chang, Lin, Hsieh, & Chang",2015,CRIE: An automated analyzer for Chinese texts,Behavior Research Methods,48,1238--1251,10.3758/s13428-015-0649-1,,,Other,,,,Program to analyze text,CRIE,1,Chinese,,mand1415,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Sutton2016,Sutton & Altarriba,2015,Color associations to emotion and emotion-laden words: A collection of norms for stimulus construction and selection,Behavior Research Methods,48,686--728,10.3758/s13428-015-0598-8,160,,Words,ANEW: Bradley & Lang (1999),,,Color words,,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,Tamaoka2017,"Tamaoka, Makioka, Sanders, & Verdonschot",2017,"www.kanjidatabase.com: a new interactive online databasefor psychological and linguistic research on Japanese kanjiand their compound words",Psychological Reports,81,696--708,10.1007/s00426-016-0764-3,2136,27950,Characters,,Characters,,,,0,Japanese,,nucl1643,,,Symmetry,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
764,Terzopoulos2017,"Terzopoulos, Duncan, Wilson, Niolaki, & Masterson",2016,HelexKids: A word frequency database for Greek and Cypriot primary school children,Behavior Research Methods,49,83--96,10.3758/s13428-015-0698-5,68692,,Words,,,,,HelexKids,0,Multiple,"Greek, Cypriot",,"gree1276, ",Children,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,Tse2017,"Tse, Yap, Chan, Sze, Shaoul, & Lin",2017,"The Chinese Lexicon Project: A megastudy of lexical decisionperformance for 25,000+ traditional Chinese two-charactercompound words",Behavior Research Methods,49,1503--1519,10.3758/s13428-016-0810-5,25286,,Characters,,,,,Chinese Lexicon Project,0,Chinese,,mand1415,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
766,Vidal2017,"Vidal, Content, & Chetail",2017,"BACS: The Brussels Artificial Character Sets for studiesin cognitive psychology and neuroscience",Behavior Research Methods,49,2093--2112,10.3758/s13428-016-0844-8,,,Characters,,,,,BACS,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
767,Vivas2017,"Vivas, Vivas, Comesana, Coni, & Vorano",2017,Spanish semantic feature production norms for 400 concrete concepts,Behavior Research Methods,49,1095--1106,10.3758/s13428-016-0777-2,400,,Words,,,,,,0,Spanish,,stan1288,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
768,Volkova2014,"Volkova, del la Rosa, Bulthoff, & Mohler",2014,The MPI emotional expressions database for narrative scenarios,PLoS One,9,e0113647,10.1371/journal.pone.0113647,1400,,Other,,,,Videos,MPI Body Expression Database,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,Wen2017,"Wen, Walther, & van Heuven",2016,"Chinese Translation Norms for 1,429 English Words",Behavior Research Methods,49,1006--1019,10.3758/s13428-016-0761-x,1429,,Words,,,,,,0,Multiple,"Chinese, English",,stan1293,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Wu2017,Wu & Chen,2017,Normative data for Chinese compound remote associate problems,Behavior Research Methods,49,2163--2172,10.3758/s13428-016-0849-3,120,,Words,,,,,,0,Chinese,Mandarin,mand1415,mand1415,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,Yao2017,"Yao, Zhang, & Wang",2016,"Norms of valence, arousal concreteness, familiarity, imageability, and context availability for 1,100 Chinese words",Behavior Research Methods,49,1374--1385,10.3758/s13428-016-0793-2,1100,,Words,,,,,,0,Chinese,,mand1415,,,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
772,Yee2017,Yee,2017,"Valence, arousal, familiarity, concreteness, and imageability ratings for 292 two-character Chinese nouns in Cantonese speakers in Hong Kong",PloS One,12,e0174569,"10.1371/journal.0174569pone.0174569",292,,Characters,Cai & Brysbaert (2010),,,Two-character nouns,,0,Chinese,Cantonese,cant1236,cant1236,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
773,Yu2015,"Yu, Reichle, Jones, & Liversedge",2014,RadicalLocator: A software tool for identifying the radicals in Chinese characters,Behavior Research Methods,47,826--836,10.3758/s13428-014-0505-8,,,Characters,,,,Program to analyze strokes,RadicalLocator,0,Chinese,,mand1415,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,Morey,Morey,,Tai and Tibeto-Burman Languages of Assam,Available: http://sealang.net/assam/,,,,,,Corpus,,,,Transcribed and translated texts of Tibeto-Burman languages,Tai and Tibeto-Burman Languages of Assam,0,Multiple,"Ahom, Aiton, Khamti, Khamyang, Singpho, Turung, Tangsa",,"ahom1240, aito1238, kham1290, kham1291, , turu1249, tang1379",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,Schmied2001,Schmied & Hertel,2001,The Lampeter Corpus of Early Modern English Texts,Available: https://www.tu-chemnitz.de/phil/english/sections/linguist/real/independent/lampeter/lamphome.htm,,,,1100000,,Corpus,"English texts from 1640 to 1740 within the categories religion, politics, economy, science, law and miscellaneous",,,,The Lampeter Corpus of Early Modern English Texts,0,English,,stan1293,,,Early modern English corpus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,LatinLibrary,,,The Latin Library,Available: http://www.thelatinlibrary.com/,,,,,,Corpus,A collection of Latin texts from several authors,,,,The Latin Library,0,Latin,,lati1261,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,TheInternetArchive,,,The Internet Archive,Available: https://archive.org/,,,,,,Corpus,Internet materials,,,"Web pages, books, text, audio recordings, videos, images, and software programs",The Internet Archive,0,Multiple,"English, Spanish",,"stan1293, stan1288",,"TV, media, internet, images, software programs, audio recordings",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
778,OxfordText,"The Oxford Text Archive, University of Oxford",,The Oxford Text Archive,Available: http://ota.ox.ac.uk/,,,,,,Corpus,English texts from many time periods,,,"Text, sound, video archives",The University of Oxford Text Archive (OTA),0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Perry2018,"Perry, Perlman, Winter, Massaro, & Lupyan",2016,Iconicity in the speech of children and adults,Developmental Science,21,1--8,10.1111/desc.12572,2117,,Words,Fenson et al. (1994),,,,,0,English,,stan1293,,,Iconicity,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,Winter2016,Winter,2016,Taste and smell words form an affectively loaded and emotionally flexible part of the English lexicon,"Language, Cognition, and Neuroscience",31,975--988,10.1080/23273798.2016.1193619,1123,,Words,Lynott & Connell (2009; 2013),,Warriner et al. (2013); Mohammad (2012),"Nouns, verbs, and adjectives",,0,English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
781,Zalizniak,"Zalizniak, Bulakh, Ganenkov, Gruntov, Maisak, & Russo",2012,The catalogue of semantic shifts as a database for lexical semantic typology,Linguistics,50,633--669,10.1515/ling-2012-0020,3650,,Words,List of dictionary sources are found in article,,,,,0,Multiple,319 Languages,,,,Sematic shifts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
782,Haspelmath,Haspelmath & Tadmor,2009,Loanwords in the World's Languages: A Comparative Handbook,de Gruyter,"Berlin, Germany",1--26,,,,Words,,,,,,0,Multiple,"Swahili, Iraqw, Gawwada, Hausa, Kanuir, Tarifiyt, Seychelles Creole, Romanian, Selice Romani, Lower Sorbian, Old High German, Dutch, British English, Kildin Saami, Bezhta, Archi, Manang",,"swah1253, iraq1241, , haus1257, , tari1263, sese1246, roma1327, , lowe1385, oldh1241, dutc1256, stan1293, kild1236, bezh1248, arch1244, mana1290",,Loanwords,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,Torreira2010,"Torreira, Adda-Decker, & Ernestus",2010,The Nijmegen Corpus of Casual French,Speech Communication,52,201--212,10.1016/j.specom.2009.10.004,,,Corpus,,,,36 hours of speech from 46 speakers,Nijmegen Corpus of Casual French,0,French,,stan1290,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,Meurman-Solin1989,Meurman-Solin,1995,"A New Tool: The Helsinki Corpus of OlderScots (1450-1700)",ICAME Journal,19,49--62,,834200,,Corpus,,,,,The Helsinki Corpus of Older Scots,0,English,Scottish English,stan1293,,Older Scots (1450-1700),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Richmond2011,"Richmond, Hoole, & King",2011,"Announcing the Electromagnetic Articulography (Day 1) Subsetof the mngu0 Articulatory Corpus",Interspeech,,28--31,,1354,,Sounds,,,,Articulation utterances,mngu0,0,British English,,stan1293,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,Quasthoff,"Quasthoff, Richter, & Biemann",2006,Corpus portal for search in monolingual corpora,In Proceedings of the 5th International Conference on Language Resources And Evaluation,,213--231,,,,Corpus,,,,A collecion of corpora and searchable website,,0,Multiple,"Catalan, Danish, Dutch, English, Estonian, Finnish, French, German, Icelandic, Italian, Japanese, Korean, Norwegian, Serbian, Sorbina, Spanish, Swedish, Turkish",,"stan1289, dani1285, dutc1256, stan1293, esto1258, finn1318, stan1290, stan1295, icel1247, ital1282, nucl1643, kore1280, norw1258, serb1264,  stan1288, swed1254, nucl1301",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,Michel2011,"Michel, Shen, Aiden, Veres, Gray, Pickett, Hoiberg, Clancy, Norvig, Orwant, & Pinker",2010,Quantitative analysis of culture using millions of digitized books,Science,33,176--182,10.1126/science.1199644,,,Corpus,,,,Over 5 million books,,0,Multiple,"English, French, Spanish, German, Chinese, Russian, Hebrew",,"stan1293, stan1290, stan1288, stan1295, russ1263, stan1314",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,List,"List, Terhalle, & Urban",2013,Using network approaches to enhance the analysis of cross-linguistic polysemies,In Proceedings of the 10th International Conference on Computational Semantics (IWCS 2013) - Short Papers,,347--353,,1252,,Words,,,,"Words or phrases, glosses ",,0,Multiple,195 languages,,,,Polysemy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
