STUFFID,author,year,ref_title,ref_journal,ref_volume,ref_page,ref_doi,no1,no2,type1,ref1,type2,ref2,notes_stim,data_program,data_name,language,notes_lang,population,notes_var,aoa,ambiguity,arousal,assoc,category,cloze,complex,concrete,confusion,dist,dominate,easelearn,familiar,freq,gpc,identify,identifyld,identifyn,imagevar,imagine,intense,meaning,modality,morph,nameagree,orthon,pos,phonon,prime,pronounce,rt,recall,recognition,rime,semantic,sensory,sentcomp,typical,valence,visualcomp,wordcomp,syllables,letters,phonemes,imageagree,similar
653,"Moreno-Martinez, Montoro, & Rodriguez-Rojo",2014,"Spanish norms for age of acquisition, concept familiarity, lexical frequency, manipulability, typicality, and other variables for 820 words from 14 living-nonliving concepts",Behavior Research Methods,46,1088-1097,10.3758/s13428-013-0435-x,820,14,Words,Moreno-Mart'nez & Montoro (2010),Categories,,,0,,Spanish,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
654,"Shao, Roelofs, & Meyer",2014,Predicting naming latencies for action pictures: Dutch norms,Behavior Research Methods,46,274-283,10.3758/s13428-013-0358-6,124,,Line drawings,"SUBTLEX-NL: Keuleers, Brysbaert, & New (2010)",,,,0,,Dutch,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
655,Moreno-Martinez & Montoro,2012,An Ecological Alternative to Snodgrass & Vanderwart: 360 High Quality Colour Images with Norms for Seven Psycholinguistic Variables,PLoS ONE,7,e37527,10.1371/journal.pone.0037527,360,23,Pictures,Snodgrass & Vanderwart (1980),Categories,,,0,,Spanish,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
656,"Naples, Nguyen-Phuc, Coffman, Kresse, Faja, Bernier, & McPartland",2014,A computer-generated animated face stimulus set for psychophysiological research,Behavior Research Methods,47,562-570,10.3758/s13428-014-0491-x,222,,Pictures,,,,Faces,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
657,"Pind, Jonsdottir, Gissurardottir, & Jonsson",2000,"Icelandic norms for the Snodgrass and Vanderward (1980) pictures: Name and image agreement, familiarity, and age of acquisition",Scandinavian Journal of Psychology,41,41-48,,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,0,,Other,Icelandic,Children and adults,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,"Pompiea, Miranda, & Amodeo Bueno",2003,Brazilian standardised norms for a set of pictures are comparable with those obtained internationally,Arquivos de Neuro-Psiquiatria,61,916-919,10.1590/S0004-282X2003000600005,400,,Line drawings,Snodgrass & Vanderwart (1980),,,,0,,Portuguese,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
659,"Raman, Raman, & Mertan",2014,"A standardized set of 260 pictures for Turkish: Norms of name and image agreement, age of acquisition, visual complexity, and conceptual familiarity",Behavior Research Methods,46,588-595,10.3758/s13428-013-0376-4,260,,Line drawings,Snodgrass & Vanderwart (1980),,,,0,,Other,Turkish,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
660,Roncero & de Almeida,2014,"Semantic properties, aptness, familiarity, conventionality, and interpretive diversity scores for 84 metaphors and similes",Behavior Research Methods,47,800-812,10.3758/s13428-014-0502-y,84,,Cloze/Sentences,"Chiappe, Kennedy, & Chiappe (2003); Roncero, Kennedy, & Smyth (2006)",,,,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
661,"Schmidtke, Schroder, Jacobs, & Conrad",2014,"ANGST: Affective norms for German sentiment terms, derived from the affective norms for English words",Behavior Research Methods,46,1108-1118,10.3758/s13428-013-0426-y,1003,,Words,"ANEW: Bradley & Lang (1999); Montefinese, Ambrosini, Fairfield, & Mammarella (2013)",,,,1,ANGST: Affective Norms for German Sentiment Terms,German,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
662,"Aguilar, Alulema, Limaico, & Sandoval",2017,"Development and Verification of a Verbal CorpusBased on Natural Language for Ecuadorian Dialect",2017 IEEE 11th International Conference on Semantic Computing,,,10.1109/ICSC.2017.82,,,Corpus,,,,Written corpus,0,0,Spanish,Ecuadorian dialect,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,"Alonso, Diez, & Fernandez",2015,"Subjective age-of-acquisition norms for 4,640 verbs in Spanish",Behavior Research Methods,48,1337-1342,10.3758/s13428-015-0675-z,4640,,Words,,,,,0,,Spanish,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,"Alsulaiman, Muhammad, Bencherif, Mahmood,Œæ& Ali",2014,KSU Rich Arabic Speech Database,,,,,,,Corpus,,,,Speech corpus,1,KSU Arabic Corpus,Other,Arabic,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,"Armstrong, Zugarramurdi, Cabana, Lisboa, & Plaut",2015,Relative meaning frequencies for 578 homonyms in two Spanish dialects: A cross-linguistic extension of the English eDom norms ,Behavior Research Methods,48,950-962,10.3758/s13428-015-0639-3,578,,Homo/Heteronyms,Real Academia Espanola,,,,0,,Spanish,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,"Bambini, Resta, & Grimaldi",2014,A dataset of metaphors from the Italian literature: Exploring psycholinguistic variablesand the role of context,PLoS One,9,e105634,10.1371/journal.pone.0105634,115,,Cloze/Sentences,,,,Metaphors,0,,Italian,,,"Readability, difficulty",0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Bangert & Heydarian,2016,Recall and response time norms for English-Swahili word pairs and facts about Kenya,Behavior Research Methods,49,124-171,10.3758/s13428-015-0701-1,100,,Word Pairs,Nelson & Dunlosky (1994),,,Question answer pairs,0,,Multiple,Swahili-English,,Remembering,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,"Bartolini, Del Gratta, & Frontini",2013,Towards the establishment of a linguistic linked data network for Italian,"Proceedings of the 2nd Workshop on Linked Data in Linguistics (LDL-2013): Representing and linking lexicons, terminologies and other language data",,76-81,,,,Words,,,,Word net program,1,ItalWordNet,Italian,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,Beato & Cadavid,2015,Normative study of theme identifiability: Instructions with and without explanation of the false memory effect,Behavior Research Methods,48,1252-1265,10.3758/s13428-015-0652-6,60,,Words,Beato & Diez (2011),,,Associative word lists,0,,Spanish,,,Theme identifiability,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,"Birchenough, Davies, & Connelly",2016,"Rated age-of acquisition norms for over 3,200 German Words",Behavior Research Methods,49,484-501,10.3758/s13428-016-0718-0,3259,,Words,,,,,0,,German,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,"Boukadi, Zoualdi, & Wilson",2015,"Norms for name agreement, familiarity, subjective frequency,and imageability for 348 object names in Tunisian Arabic ",Behavior Research Methods,48,585-599,10.3758/s13428-015-0602-3,348,,Names,"Snodgrass & Vanderwart (1980); Cycowicz, Friedman, Rothstein & Snodgrass (1997)",,,Naming for original black and white pictures,0,,Other,Arabic,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Brielmann & Stolarova,2014,A new standardized stimulus set for studying need-of-help recognition (NeoHelp),PLoS One,9,e84373,10.1371/journal.pone.0084373,82,,Line drawings,,,,,0,,German,,Children,Need of help ratings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,"Brodeur, Guerard, Lagace, & Arguin",2016,"Bank of standardized stimuli (BOSS) updated: 1,420 normative photos of various concepts to be used in cognitive science",American Psychological Association,,,10.1037/e633262013-344,1420,,Pictures,"BOSS: Brodeur, Dionne-Dostie, Montreuil, & Lepage (2010); update to Brodeur, Guerard, & Bouras (2014)",,,,0,,English,,,"Object agreement,  symmetry,   actions",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
674,"Brodeur, Guerard, & Bouras",2014,Bank of Standardized Stimuli (BOSS) Phase II: 930 New Normative Photos,PloS One,9,e106953,10.1371/journal.pone.0106953,930,,Pictures,,,,,0,,English,,,"Object agreement, symmetry,  actions",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
675,Brysbaert & Biemiller,2017,Test-based age-of-acquisition norms for 44 thousand English word meanings,Behavior Research Methods,49,1520-1523,10.3758/s13428-016-0811-4,44000,,Words,Dale & O'Rourke (1981),,,,0,,English,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Bulkes & Tanner,2016,äóìGoing to townäóù: Large-scale norming and statistical analysis of 870 American English idioms,Behavior Research Methods,49,772-783,10.3758/s13428-016-0747-8,870,,Cloze/Sentences,Lee (2000),,,Idioms,0,,English,,,"Literal plausability, decomposability, predictability",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,Campbell & Ramey,2015,A 25-year replication of Katz et al.'s (1988) metaphor norms,Behavior Research Methods,48,330-340,10.3758/s13428-015-0575-2,50,,Cloze/Sentences,"Katz, Paivio, Marschark, & Clark (1988)",,,Metaphors,0,,English,,,"Comprehensibility, interpretation,metaphoricity, goodness, imagery, subject imagery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
678,"Katz, Paivio, Marschark, & Clark",1988,Norms fo 204 literacy and 260 nonliterary metaphors on 10 psychological dimensions,Metaphor and Symbolic Activity,3,191-214,10.1207/s15327868ms0304_1 ,464,,Cloze/Sentences,,,,Metaphors,0,,English,,,"Comprehensibility, interpretation, metaphoricity, goodness, imagery, subject imagery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
679,"Caselli, Sehyr, Cohen-Goldberg, & Emmorey",2016,ASL-LEX: A lexical database of American Sign Language,Behavior Research Methods,49,784-801,10.3758/s13428-016-0742-0,1011,,Other,,,,Signs,0,,English,American Sign Language,," Iconicity, length",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,"Chang, Hsu, Tsai, Chen, & Lee",2015,A psycholinguistic database for traditional Chinese character naming,Behavior Research Methods,48,112-122,10.3758/s13428-014-0559-7,3314,,Characters,,,,,0,,Chinese,,,"Regularity,  consistency, strokes, homophone, density  ",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
681,"Citron, Cacciari, Kucharski, Beck, Conrad, & Jacobs",2015,When emotions are expressed figuratively: Psycholinguistic and Affective norms of 619 idioms for German (PANIG),Behavior Research Methods,48,91-111,10.3758/s13428-015-0581-4,619,,Cloze/Sentences,,,,Idioms,1,PANIG,German,,,"Transparency, figurativeness",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
682,Clark & Ludington,2017,"Thai Norms for Name, Image, and Category Agreement,Object Familiarity, Visual Complexity, Manipulability,and Age of Acquisition for 480 Color PhotographicObjects",Journal of Psycholinguistic Research,X,XX-XX,10.1007/s10936-017-9544-5,480,,Pictures,"BOSS: Brodeur, Dionne-Dostie, Montreuil, & Lepage (2010)",,,,0,,Other,Thai,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
683,"Clifford, Iyengar, Cabeza, & Sinnot-Armstrong",2015,Moral foundations vignetters: a standardized stimulus database of scenarios based on moral foundations theory,Behavior Research Methods,47,1178-1198,10.3758/s13428-014-0551-2,90,,Cloze/Sentences,,,,Vignettes for moral foundations,0,,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,"Crone, Bode, Murawski, & Laham",2018,"The Socio-Moral Image Database (SMID): A novel stimulus set for the study of social, moral and affective processes",PloS ONE,13,e0190954.,"10.1371/journal.pone.0190954",2941,,Pictures,,,,,1,SMID,English,,,"Affect, social, moral processing, relevance",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
685,"Crossley, Kyle, & McNamara",2015,"The tool for the automatic analysis of text cohesion (TAACO): Automatic assessment of local, global, and text cohesion",Behavior Research Methods,48,1227-1237,10.3758/s13428-015-0651-7,313,,Other,,,,Program to analyze text cohesion,1,TAACO,English,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,"Davies, Izura, Socas, & Domingo",2015,Age of Aquisition and imageability norms for base morphologically complex words in Engilsh and in Spanish,Behavior Research Methods,48,349-365,10.3758/s13428-015-0579-y,3263,,Words,,,,,0,,Multiple,"English, Spanish",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
687,de Melo,2015,Lexvo.org: Language-related information for the linguistic linked data cloud,Semantic Web,6,393-400,10.3233/sw-150171 ,,,Corpus,,,,Corpus Database,1,Lexvo.org,Multiple,,,"Words, characters",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
688,"Dehghani, Johnson,ŒæGarten, Boghrati, Hoover, Balasubramanian, Singh, Shankar, Pulickal, Rajkumar, Parmar",2016,"TACIT: An open-source text analysis, crawling, and interpretation tool",Behavior Research Methods,49,538-547,10.3758/s13428-016-0722-4,,,Other,,,,Program,1,TACIT,English,,,"Topics, classification, sentiment",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"Di Buccio, Di Nunzio, & Silvello",2012,A curated and evolving linguistic linked dataset,Semantic Web,4,265-270,10.3233/SW-2012-0083,,,Corpus,,,,Corpus program,1,Asit,Italian,,,"Geography, dialect, actor, information",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,Diaconescu 2017.pdf,2017,"A Rule-based Approach to Generating LargePhonetic Databases for Romanian",Interaction Conference on Speech Techology and Human_Computer Dialogue,,,10.1109/sped.2017.7990439,100108,,Words,,,,Lemmas,0,,Other,Romanian,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
691,"Dobos, Szule, Bodnar, Hanyecz, Sebok, Kondor, Kallus, Steger, Csabai, & Vattay",2013,A multi-terabyte relational database for geo-tagged social network data,IEEE 4th International Conference on Cognitive Infocommunications (CogInfoCom),,,10.1109/coginfocom.2013.6719259 ,,,Corpus,,,,Corpus,1,,Multiple,,,"Geography tags, social networks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,"Ferdenzi, Dephlanque, Mehu-Blantar, Cabral, Felcio, & Sander",2014,The Geneva Faces and Voices (GEFAV) database,Behavior Research Methods,47,1110-1121,10.3758/s13428-014-0545-0,,,Pictures,,,,Pictures and vocal stimuli,1,GEFAV,English,,,"Attractiveness, masculinity, feminity,  health, trustworthiness, symmetry, smile authenticity",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,"Ferre, Guasch, Martinez-Garcia, Fraga, & Hinojosa",2016,"Moved by words: Affective ratings for a set of 2,266 Spanish words in five discrete emotion categories",Behavior Research Methods,49,1082-1094,10.3758/s13428-016-0768-3,2266,,Words,"SPANEW: Redondo, Fraga, Padron, & Comesana (2007); Guasch, Ferre, & Fraga (2015)",,,,0,,Spanish,,,"Happy, anger, fear, disgust, sadness",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
694,"Filliter, Glover, McMullen, Salmon, & Johnson",2015,"The DalHouses: 100 new photographs of houses with ratings of typicality, familiarity, and degree of similarity to faces",Behavior Research Methods,48,178-183,10.3758/s13428-015-0561-8,100,,Pictures,,,,Pictures of houses,1,DalHouses,English,,,Likeability,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
695,"Forsythe, Street, & Helmy",2017,"Revisiting Rossion and Pourtois with new ratings for automated complexity, familiarity, beauty, and encounter",Behavior Research Methods,49,1484-1493,10.3758/s13428-016-0808-z,260,,Color drawings,Snodgrass & Vanderwart (1980); Rossion & Pourtois (2004),,,,0,,English,,,"Beauty, amount of interaction,  encounter",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,"Garrido, Lopes, Prada, Rodrigues, Jeronimo, & Mourao",2017,The many faces of a face: Comparing stills and videos of facial expressions in eight dimensions (SAVE database),Behavior Research Methods,49,1343-1360,10.3758/s13428-016-0790-5,180,,Pictures,,,,Pictures and video,1,SAVE,English,,,"Attractiveness, clarity, genuiness",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,"Geertzen, Alexopoulou, & Korhonen",2013,Automatic linguistic annotation of large scale L2 databases: the EF-Cambridge Open Language Database (EFCamDat),Selected Proceedings of the 2012 Second Language Research Forum, , ,,551036,,Words,,,,Scripts,1,EFCamDat,English,,,Errors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
698,"Ghasisn, Yadegari, Rahgozar, Nazari, & Rastegarianzade",2014,"A new set of 272 pictures of psycholinguistic studies: Persian norms for name agreement, image agreement, conceptual familiarity, visual complexity, and age of acquisition",Behavior Research Methods,47,1148-1158,10.3758/s13428-014-0537-0,272,,Pictures,"Cycowicz, Friedman, Rothstein & Snodgrass (1997)",,,,0,,Other,Persian,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
699,"Gilman, Shaheen, Nylocks, Halachoff, Chapman, Flynn, Matt, & Coifman",2017,A film set for the elicitation of emotion in research: A comprehensive catalog derived from four decades of investigation,Behavior Research Methods,49,2061-2082,10.3758/s13428-016-0842-x,295,,Other,,,,Film clips and articles,0,,English,,,Emotion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
700,Gimenes & New,2015,Wordlex: Twitter and blog word frequencies for 66 languages,Behavior Research Methods,48,963-972,10.3758/s13428-015-0621-0,,,Corpus,,,,"Corpus from Twitter, blogs, newspapers",1,WordLex,Multiple,66 languages,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,Gingras & Senechal,2017,Silex: A database for silent-letter endings in French words,Behavior Research Methods,49,1894-1904,10.3758/s13428-016-0832-z,119664,,Words,"Peereman, Lete, & Sprenger-Charolles (2007); New, Pallier, Brysbaert, & Ferrand (2004)",,,Tags on silent letters,0,,French,,Adults and children,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Goodhew & Kidd,2015,The conceptual cueing database: Rated items for the study of the interaction between language and attention,Behavior Research Methods,48,1004-1007,10.3758/s13428-015-0625-9,498,,Color drawings,,,,,0,,English,,,Spatialness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
703,"Goz, Takcan, & Erciyes",2017,"Subjective age-of-acquisition norms for 600 Turkish wordsfrom four age groups",Behavior Research Methods,49,1736-1746,10.3758/s13428-016-0817-y,600,,Words,Tekcan & Goz (2005),,,,0,,Other,Turkish,Across multiple ages,,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
704,"Guasch, Ferre, & Fraga",2015,"Spanish norms for affective and lexico-semantic variables for 1,400 words",Behavior Research Methods,48,1358-1369,10.3758/s13428-015-0684-y,1400,,Words,,,,,0,,Spanish,,,Context,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
705,"Gutierrez-Sigut, Costello, Baus, Carreiras",2015,LSE-Sign: A lexical database for Spanish Sign Language,Behavior Research Methods,48,123-137,10.3758/s13428-014-0560-1,2400,2700,Other,,Other,,"Signs, pseudosigns",1,LSE-Sign,Spanish,Spanish sign language,,"Iconicity, location, movement",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
706,"Hamada, Yamamoto, & Saiki",2016,Database of synesthetic color associations for Japanese Kanji,Behavior Research Methods,49,242-257,10.3758/s13428-015-0691-z,5122,601,Characters,,Words,,Color associations with Kanji,1,K-SCD,Japanese,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,"Heyman, Van Akeren, Hutchison, & Storms",2015,Filling the gaps: A speeded word fragment completion megastudy,Behavior Research Methods,48,1508-1527,10.3758/s13428-015-0663-3,8240,,Words,"Keuleers, Brysbaert, & New (2010)",,,Word fragments,0,,Dutch,,,"Length, contextual diversity",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,"Hinojosa, Martinez-Garcia, Villabla-Garcia, Fernandez-Folgueiras, Sanchez-Carmona, Pozo, & Montoro",2015,Affective norms of 875 Spanish words for five discrete emotional categories and two emotional dimensions,Behavior Research Methods,48,272-284,10.3758/s13428-015-0572-5,875,,Words,"Sebastian-Galles, Marti, Carreiras, & Cuetos (2000)",,,,1,MADS,Spanish,,,"Happy, anger, sadness, fear, disgust",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
709,"Holliday, Turnbull, & Eychenne",2017,"K-SPAN: A lexical database of Korean surface phoneticforms and phonological neighborhood density statistics",Behavior Research Methods,49,1939-1950,10.3758/s13428-016-0836-8,63836,,Words,Kim (2005),,,,1,K-SPAN,Other,Korean,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
710,Horst & Hunt,2015,The Novel Object and Unusual Name (Noun) database: A collection of novel images for use in experimental research,Behavior Research Methods,48,1939-1950,10.3758/s13428-015-0647-3,64,,Pictures,,,,,1,NOUN,English,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
